longitude,latitude,updated_type,updated_subtype,count
-87.74,41.81,Accident,Unclassified,59
-87.81,41.98,Jam,Moderate Traffic,59
-87.7,41.98,Jam,Unclassified,59
-87.66,41.84,Jam,Moderate Traffic,59
-87.73,41.93,Jam,Unclassified,59
-87.9,41.95,Hazard,Hazard - Shoulder,59
-87.69,42.0,Jam,Unclassified,59
-87.64,41.83,Road Closed,Unclassified,59
-87.68,41.87,Jam,Unclassified,59
-87.67,41.93,Accident,Unclassified,59
-87.78,41.94,Jam,Heavy Traffic,59
-87.65,41.71,Hazard,Hazard - Shoulder,59
-87.58,41.72,Jam,Unclassified,59
-87.76,41.95,Jam,Standstill Traffic,59
-87.69,41.82,Jam,Heavy Traffic,59
-87.6,41.8,Hazard,Hazard - Road,59
-87.68,41.85,Jam,Unclassified,59
-87.75,41.98,Accident,Major Accident,59
-87.57,41.77,Jam,Heavy Traffic,59
-87.68,41.81,Jam,Heavy Traffic,59
-87.68,41.88,Road Closed,Event,59
-87.73,41.98,Jam,Unclassified,59
-87.62,41.9,Accident,Minor Accident,58
-87.66,41.96,Jam,Unclassified,58
-87.59,41.81,Jam,Heavy Traffic,58
-87.72,41.9,Jam,Standstill Traffic,58
-87.77,41.99,Jam,Unclassified,58
-87.75,41.92,Jam,Standstill Traffic,58
-87.71,41.81,Hazard,Hazard - Road,58
-87.8,42.0,Jam,Heavy Traffic,58
-87.67,41.78,Hazard,Hazard - Road,58
-87.73,41.93,Jam,Standstill Traffic,58
-87.7,41.81,Jam,Standstill Traffic,58
-87.7,42.0,Jam,Standstill Traffic,58
-87.76,41.96,Road Closed,Unclassified,57
-87.78,42.0,Hazard,Hazard - Shoulder,57
-87.66,41.83,Hazard,Hazard - Road,57
-87.7,41.82,Hazard,Hazard - Road,57
-87.77,41.89,Hazard,Hazard - Road,57
-87.61,41.81,Hazard,Hazard - Road,57
-87.63,41.94,Jam,Unclassified,57
-87.71,42.01,Jam,Standstill Traffic,57
-87.63,41.71,Jam,Standstill Traffic,57
-87.68,41.8,Jam,Heavy Traffic,57
-87.63,41.81,Hazard,Unclassified,57
-87.66,41.99,Hazard,Flood,57
-87.59,41.72,Jam,Standstill Traffic,57
-87.61,41.77,Jam,Heavy Traffic,56
-87.77,41.92,Jam,Unclassified,56
-87.78,41.79,Hazard,Hazard - Road,56
-87.84,41.94,Jam,Heavy Traffic,56
-87.72,41.97,Jam,Unclassified,56
-87.75,41.98,Jam,Moderate Traffic,56
-87.7,41.97,Jam,Unclassified,56
-87.73,41.99,Jam,Unclassified,56
-87.67,41.77,Hazard,Hazard - Road,56
-87.6,41.7,Jam,Unclassified,56
-87.71,41.75,Hazard,Hazard - Road,56
-87.74,41.91,Jam,Standstill Traffic,56
-87.75,41.94,Hazard,Hazard - Road,56
-87.68,41.82,Jam,Unclassified,56
-87.63,41.84,Hazard,Unclassified,56
-87.65,41.88,Accident,Minor Accident,56
-87.7,42.01,Jam,Unclassified,56
-87.9,41.98,Jam,Unclassified,56
-87.72,41.95,Jam,Moderate Traffic,55
-87.81,41.92,Jam,Standstill Traffic,55
-87.72,41.95,Accident,Major Accident,55
-87.67,41.81,Hazard,Hazard - Road,55
-87.84,41.98,Hazard,Unclassified,55
-87.66,41.71,Jam,Unclassified,55
-87.66,41.94,Road Closed,Unclassified,55
-87.63,41.86,Jam,Unclassified,55
-87.6,41.69,Hazard,Flood,55
-87.7,41.78,Hazard,Hazard - Road,55
-87.64,41.85,Hazard,Flood,55
-87.8,41.76,Hazard,Hazard - Road,55
-87.61,41.79,Jam,Heavy Traffic,55
-87.7,41.86,Jam,Unclassified,55
-87.64,41.66,Hazard,Hazard - Road,55
-87.68,41.71,Jam,Unclassified,55
-87.78,42.0,Jam,Unclassified,54
-87.6,41.67,Accident,Major Accident,54
-87.76,41.88,Jam,Standstill Traffic,54
-87.67,41.82,Hazard,Hazard - Road,54
-87.59,41.82,Hazard,Hazard - Shoulder,54
-87.67,41.92,Accident,Major Accident,54
-87.78,41.95,Jam,Unclassified,54
-87.81,41.94,Jam,Unclassified,54
-87.72,41.74,Hazard,Hazard - Road,54
-87.67,41.94,Road Closed,Unclassified,54
-87.69,41.95,Accident,Unclassified,54
-87.7,41.82,Jam,Unclassified,54
-87.76,41.79,Jam,Unclassified,54
-87.74,41.99,Jam,Heavy Traffic,54
-87.66,42.0,Accident,Unclassified,54
-87.69,41.99,Accident,Unclassified,53
-87.79,41.93,Jam,Heavy Traffic,53
-87.66,41.75,Hazard,Hazard - Road,53
-87.68,41.83,Accident,Unclassified,53
-87.7,41.88,Accident,Major Accident,53
-87.75,41.91,Jam,Unclassified,53
-87.7,41.8,Jam,Heavy Traffic,53
-87.8,41.98,Jam,Moderate Traffic,53
-87.73,41.88,Jam,Unclassified,53
-87.67,41.98,Road Closed,Unclassified,53
-87.69,41.92,Accident,Unclassified,53
-87.64,41.85,Jam,Moderate Traffic,53
-87.77,41.91,Jam,Unclassified,53
-87.68,41.85,Hazard,Hazard - Shoulder,53
-87.67,41.85,Jam,Unclassified,53
-87.74,41.84,Hazard,Hazard - Road,53
-87.66,41.7,Hazard,Hazard - Shoulder,52
-87.59,41.79,Road Closed,Unclassified,52
-87.79,41.79,Hazard,Hazard - Road,52
-87.72,41.94,Accident,Unclassified,52
-87.57,41.77,Jam,Unclassified,52
-87.72,41.89,Jam,Unclassified,52
-87.59,41.79,Jam,Heavy Traffic,52
-87.69,41.83,Hazard,Flood,52
-87.65,41.96,Hazard,Flood,52
-87.69,41.84,Accident,Unclassified,52
-87.6,41.69,Accident,Major Accident,52
-87.74,41.79,Accident,Unclassified,52
-87.8,41.99,Hazard,Hazard - Road,52
-87.78,41.94,Hazard,Hazard - Road,52
-87.78,41.96,Hazard,Hazard - Road,52
-87.64,41.95,Road Closed,Event,52
-87.64,41.86,Accident,Minor Accident,52
-87.72,41.83,Accident,Unclassified,52
-87.72,41.82,Accident,Major Accident,52
-87.58,41.65,Accident,Unclassified,52
-87.58,41.8,Accident,Unclassified,52
-87.75,41.95,Accident,Unclassified,51
-87.66,41.81,Jam,Heavy Traffic,51
-87.7,41.95,Road Closed,Unclassified,51
-87.62,41.66,Hazard,Hazard - Road,51
-87.7,41.79,Jam,Heavy Traffic,51
-87.59,41.8,Jam,Unclassified,51
-87.7,41.87,Accident,Unclassified,51
-87.64,41.93,Road Closed,Unclassified,51
-87.74,41.96,Jam,Moderate Traffic,51
-87.58,41.76,Hazard,Hazard - Road,51
-87.71,41.85,Jam,Heavy Traffic,51
-87.67,41.91,Road Closed,Unclassified,51
-87.66,41.87,Jam,Heavy Traffic,51
-87.71,41.74,Hazard,Hazard - Road,51
-87.61,41.89,Road Closed,Event,51
-87.74,41.92,Jam,Heavy Traffic,50
-87.77,41.93,Jam,Standstill Traffic,50
-87.77,41.96,Jam,Standstill Traffic,50
-87.72,41.83,Hazard,Flood,50
-87.68,41.71,Jam,Heavy Traffic,50
-87.65,41.77,Hazard,Hazard - Road,50
-87.65,41.95,Accident,Unclassified,50
-87.63,41.85,Road Closed,Unclassified,50
-87.77,41.9,Hazard,Hazard - Road,50
-87.71,42.0,Hazard,Hazard - Road,50
-87.66,41.98,Hazard,Hazard - Shoulder,50
-87.74,41.77,Jam,Standstill Traffic,50
-87.62,41.88,Jam,Moderate Traffic,50
-87.65,41.9,Accident,Unclassified,50
-87.66,41.76,Hazard,Hazard - Road,50
-87.62,41.72,Accident,Major Accident,50
-87.74,41.88,Jam,Unclassified,50
-87.66,41.91,Accident,Major Accident,49
-87.72,41.99,Jam,Heavy Traffic,49
-87.74,41.93,Hazard,Hazard - Road,49
-87.72,41.8,Jam,Unclassified,49
-87.75,41.78,Hazard,Hazard - Road,49
-87.59,41.76,Jam,Heavy Traffic,49
-87.75,41.93,Jam,Unclassified,49
-87.59,41.81,Jam,Standstill Traffic,49
-87.73,41.99,Jam,Standstill Traffic,49
-87.66,41.91,Jam,Moderate Traffic,49
-87.67,41.72,Hazard,Hazard - Road,49
-87.63,41.93,Road Closed,Event,49
-87.6,41.83,Jam,Standstill Traffic,49
-87.77,41.95,Jam,Standstill Traffic,49
-87.65,41.88,Hazard,Flood,49
-87.66,41.85,Jam,Standstill Traffic,49
-87.78,41.79,Jam,Standstill Traffic,49
-87.66,41.69,Jam,Standstill Traffic,49
-87.63,41.87,Accident,Unclassified,49
-87.65,41.95,Road Closed,Event,49
-87.62,41.74,Accident,Major Accident,49
-87.77,41.89,Jam,Standstill Traffic,49
-87.64,41.88,Road Closed,Event,49
-87.7,41.9,Road Closed,Unclassified,49
-87.73,41.95,Road Closed,Unclassified,49
-87.77,41.97,Accident,Major Accident,49
-87.63,41.71,Hazard,Hazard - Road,49
-87.61,41.84,Accident,Unclassified,49
-87.78,41.97,Jam,Standstill Traffic,49
-87.68,41.83,Hazard,Hazard - Shoulder,49
-87.63,41.91,Road Closed,Event,48
-87.67,41.87,Accident,Unclassified,48
-87.71,41.87,Accident,Major Accident,48
-87.62,41.75,Accident,Major Accident,48
-87.89,41.95,Hazard,Hazard - Shoulder,48
-87.62,41.89,Road Closed,Event,48
-87.75,41.81,Jam,Heavy Traffic,48
-87.68,41.86,Hazard,Hazard - Shoulder,48
-87.71,41.91,Jam,Unclassified,48
-87.62,41.71,Accident,Unclassified,48
-87.75,42.0,Jam,Standstill Traffic,48
-87.6,41.67,Accident,Unclassified,48
-87.68,41.76,Jam,Standstill Traffic,48
-87.77,41.88,Hazard,Hazard - Road,48
-87.81,41.99,Jam,Standstill Traffic,48
-87.68,41.84,Accident,Major Accident,48
-87.65,41.86,Jam,Unclassified,48
-87.61,41.79,Jam,Unclassified,48
-87.68,41.69,Road Closed,Event,48
-87.58,41.79,Jam,Unclassified,48
-87.7,41.8,Hazard,Hazard - Road,47
-87.72,41.92,Jam,Unclassified,47
-87.66,41.81,Hazard,Hazard - Road,47
-87.77,41.89,Jam,Heavy Traffic,47
-87.67,41.71,Hazard,Hazard - Road,47
-87.66,41.86,Jam,Heavy Traffic,47
-87.67,41.85,Hazard,Hazard - Shoulder,47
-87.67,41.83,Jam,Standstill Traffic,47
-87.76,41.91,Jam,Unclassified,47
-87.71,41.84,Hazard,Hazard - Road,47
-87.62,41.81,Hazard,Hazard - Road,47
-87.65,41.98,Accident,Unclassified,47
-87.66,41.9,Accident,Minor Accident,47
-87.71,41.95,Hazard,Hazard - Shoulder,47
-87.84,41.94,Jam,Standstill Traffic,47
-87.69,41.82,Jam,Standstill Traffic,47
-87.69,41.93,Accident,Major Accident,47
-87.65,41.95,Hazard,Hazard - Shoulder,47
-87.75,41.87,Accident,Major Accident,46
-87.66,41.7,Hazard,Hazard - Road,46
-87.76,41.95,Jam,Unclassified,46
-87.69,41.76,Hazard,Hazard - Road,46
-87.77,41.78,Hazard,Hazard - Road,46
-87.74,41.77,Jam,Heavy Traffic,46
-87.65,41.96,Road Closed,Event,46
-87.71,41.88,Jam,Heavy Traffic,46
-87.61,41.77,Jam,Unclassified,46
-87.66,41.87,Jam,Standstill Traffic,46
-87.73,41.85,Jam,Unclassified,46
-87.74,41.93,Jam,Heavy Traffic,46
-87.66,41.98,Accident,Unclassified,46
-87.64,41.9,Accident,Unclassified,46
-87.73,42.0,Jam,Heavy Traffic,46
-87.67,41.74,Jam,Heavy Traffic,46
-87.66,41.92,Accident,Unclassified,46
-87.73,41.95,Jam,Moderate Traffic,46
-87.71,41.91,Jam,Standstill Traffic,46
-87.66,41.98,Road Closed,Event,46
-87.56,41.66,Hazard,Hazard - Shoulder,46
-87.71,41.81,Jam,Unclassified,46
-87.7,41.95,Hazard,Hazard - Shoulder,46
-87.69,41.98,Hazard,Hazard - Shoulder,45
-87.73,41.79,Jam,Heavy Traffic,45
-87.65,41.72,Hazard,Hazard - Road,45
-87.62,41.77,Jam,Unclassified,45
-87.67,41.95,Accident,Unclassified,45
-87.61,41.74,Hazard,Hazard - Road,45
-87.66,42.01,Jam,Unclassified,45
-87.59,41.73,Jam,Heavy Traffic,45
-87.69,41.79,Jam,Heavy Traffic,45
-87.63,41.85,Hazard,Unclassified,45
-87.79,41.94,Jam,Heavy Traffic,45
-87.77,41.95,Jam,Unclassified,45
-87.6,41.83,Jam,Heavy Traffic,45
-87.77,41.79,Hazard,Hazard - Road,45
-87.77,41.94,Jam,Standstill Traffic,45
-87.66,41.78,Jam,Heavy Traffic,45
-87.64,41.85,Accident,Minor Accident,45
-87.67,41.84,Accident,Major Accident,45
-87.6,41.82,Jam,Standstill Traffic,45
-87.66,41.82,Hazard,Hazard - Road,45
-87.79,41.79,Jam,Heavy Traffic,45
-87.59,41.72,Jam,Unclassified,45
-87.74,41.75,Jam,Heavy Traffic,45
-87.72,42.0,Jam,Unclassified,45
-87.65,41.74,Hazard,Hazard - Road,44
-87.57,41.71,Hazard,Hazard - Road,44
-87.6,41.78,Hazard,Hazard - Road,44
-87.68,41.79,Road Closed,Unclassified,44
-87.72,41.75,Hazard,Hazard - Road,44
-87.84,41.95,Jam,Unclassified,44
-87.81,41.97,Jam,Standstill Traffic,44
-87.68,41.99,Road Closed,Unclassified,44
-87.58,41.72,Accident,Unclassified,44
-87.78,41.97,Jam,Unclassified,44
-87.79,41.91,Jam,Standstill Traffic,44
-87.73,41.81,Jam,Standstill Traffic,44
-87.72,41.86,Hazard,Hazard - Road,44
-87.79,41.92,Jam,Heavy Traffic,44
-87.64,41.75,Jam,Heavy Traffic,44
-87.74,41.8,Accident,Unclassified,44
-87.72,41.79,Jam,Unclassified,44
-87.68,41.93,Jam,Moderate Traffic,44
-87.67,41.97,Hazard,Hazard - Shoulder,44
-87.8,41.94,Hazard,Hazard - Road,44
-87.68,41.89,Road Closed,Unclassified,44
-87.58,41.77,Jam,Standstill Traffic,44
-87.68,41.99,Hazard,Hazard - Shoulder,43
-87.62,41.84,Hazard,Hazard - Road,43
-87.91,41.98,Jam,Standstill Traffic,43
-87.76,41.9,Jam,Unclassified,43
-87.76,41.88,Jam,Unclassified,43
-87.66,41.92,Road Closed,Unclassified,43
-87.78,41.91,Jam,Heavy Traffic,43
-87.67,41.9,Accident,Unclassified,43
-87.75,41.88,Jam,Unclassified,43
-87.64,41.76,Hazard,Hazard - Road,43
-87.68,41.8,Jam,Standstill Traffic,43
-87.64,41.71,Accident,Unclassified,43
-87.66,41.69,Jam,Heavy Traffic,43
-87.74,41.86,Hazard,Hazard - Road,43
-87.77,41.87,Accident,Major Accident,43
-87.72,41.85,Jam,Standstill Traffic,43
-87.74,41.82,Jam,Moderate Traffic,43
-87.74,41.92,Jam,Unclassified,43
-87.79,41.97,Jam,Unclassified,43
-87.65,41.97,Accident,Unclassified,43
-87.78,41.99,Hazard,Hazard - Road,43
-87.69,41.87,Jam,Unclassified,42
-87.67,42.01,Jam,Heavy Traffic,42
-87.78,41.98,Accident,Major Accident,42
-87.64,41.85,Hazard,Unclassified,42
-87.77,41.79,Jam,Unclassified,42
-87.76,41.93,Jam,Unclassified,42
-87.78,41.95,Jam,Standstill Traffic,42
-87.63,41.9,Hazard,Hazard - Shoulder,42
-87.69,41.9,Road Closed,Unclassified,42
-87.78,41.87,Accident,Unclassified,42
-87.59,41.71,Accident,Unclassified,42
-87.67,41.86,Jam,Unclassified,42
-87.62,41.85,Road Closed,Unclassified,42
-87.65,41.98,Road Closed,Event,42
-87.71,41.98,Hazard,Hazard - Shoulder,42
-87.79,41.91,Jam,Unclassified,42
-87.59,41.8,Jam,Heavy Traffic,42
-87.75,41.8,Hazard,Hazard - Road,42
-87.69,41.94,Road Closed,Unclassified,42
-87.65,41.85,Hazard,Flood,42
-87.72,41.81,Accident,Unclassified,42
-87.61,41.69,Hazard,Hazard - Road,42
-87.58,41.77,Jam,Heavy Traffic,42
-87.78,41.94,Jam,Standstill Traffic,42
-87.75,41.93,Jam,Standstill Traffic,42
-87.79,41.94,Jam,Standstill Traffic,42
-87.65,41.91,Hazard,Hazard - Shoulder,42
-87.68,41.87,Hazard,Hazard - Shoulder,42
-87.7,41.75,Jam,Heavy Traffic,42
-87.74,41.77,Hazard,Hazard - Road,42
-87.63,41.74,Accident,Major Accident,42
-87.81,41.95,Jam,Unclassified,42
-87.67,41.9,Road Closed,Unclassified,42
-87.67,41.89,Road Closed,Event,41
-87.74,41.78,Accident,Unclassified,41
-87.61,41.82,Hazard,Hazard - Road,41
-87.8,41.78,Jam,Unclassified,41
-87.58,41.78,Accident,Unclassified,41
-87.72,41.84,Jam,Unclassified,41
-87.65,41.9,Hazard,Hazard - Shoulder,41
-87.6,41.66,Hazard,Hazard - Road,41
-87.74,41.96,Accident,Major Accident,41
-87.64,41.86,Jam,Moderate Traffic,41
-87.78,41.98,Jam,Moderate Traffic,41
-87.74,41.91,Jam,Heavy Traffic,41
-87.65,41.91,Accident,Unclassified,41
-87.65,41.92,Road Closed,Unclassified,41
-87.68,41.86,Jam,Unclassified,41
-87.64,41.72,Jam,Unclassified,41
-87.63,41.78,Hazard,Unclassified,41
-87.76,41.89,Jam,Unclassified,41
-87.8,41.92,Jam,Standstill Traffic,41
-87.59,41.77,Jam,Heavy Traffic,41
-87.59,41.8,Jam,Standstill Traffic,41
-87.68,42.0,Accident,Unclassified,41
-87.83,41.98,Accident,Unclassified,41
-87.6,41.66,Hazard,Hazard - Shoulder,41
-87.67,41.71,Jam,Heavy Traffic,40
-87.72,41.98,Hazard,Hazard - Shoulder,40
-87.67,41.82,Jam,Unclassified,40
-87.64,41.73,Hazard,Hazard - Road,40
-87.79,41.78,Jam,Standstill Traffic,40
-87.65,41.8,Hazard,Hazard - Road,40
-87.63,41.93,Road Closed,Unclassified,40
-87.61,41.79,Jam,Standstill Traffic,40
-87.57,41.78,Hazard,Hazard - Shoulder,40
-87.7,41.84,Jam,Unclassified,40
-87.68,41.68,Hazard,Hazard - Road,40
-87.68,41.77,Jam,Heavy Traffic,40
-87.61,41.84,Road Closed,Unclassified,40
-87.7,41.69,Hazard,Hazard - Road,40
-87.7,41.99,Accident,Unclassified,40
-87.69,41.98,Accident,Unclassified,40
-87.67,41.93,Hazard,Hazard - Shoulder,40
-87.57,41.66,Hazard,Hazard - Shoulder,40
-87.58,41.8,Jam,Unclassified,40
-87.68,41.7,Road Closed,Event,40
-87.65,41.97,Road Closed,Unclassified,40
-87.63,41.79,Hazard,Unclassified,40
-87.7,41.93,Jam,Moderate Traffic,40
-87.67,41.91,Jam,Moderate Traffic,40
-87.67,41.91,Accident,Major Accident,40
-87.81,41.98,Accident,Major Accident,40
-87.72,41.78,Jam,Unclassified,39
-87.59,41.71,Hazard,Flood,39
-87.68,42.02,Jam,Heavy Traffic,39
-87.73,41.79,Jam,Standstill Traffic,39
-87.69,41.78,Hazard,Hazard - Road,39
-87.72,41.95,Accident,Minor Accident,39
-87.63,41.89,Road Closed,Event,39
-87.72,41.8,Accident,Unclassified,39
-87.67,41.99,Road Closed,Unclassified,39
-87.67,41.95,Road Closed,Unclassified,39
-87.57,41.66,Jam,Standstill Traffic,39
-87.82,42.01,Hazard,Hazard - Road,39
-87.63,41.84,Jam,Moderate Traffic,39
-87.7,41.91,Road Closed,Unclassified,39
-87.74,41.76,Hazard,Hazard - Road,39
-87.65,41.75,Hazard,Hazard - Road,39
-87.74,41.84,Jam,Standstill Traffic,39
-87.8,41.92,Jam,Heavy Traffic,38
-87.74,41.74,Hazard,Hazard - Road,38
-87.63,41.83,Hazard,Unclassified,38
-87.81,41.97,Jam,Heavy Traffic,38
-87.73,41.89,Jam,Standstill Traffic,38
-87.8,41.8,Jam,Heavy Traffic,38
-87.67,41.69,Hazard,Hazard - Road,38
-87.7,41.92,Accident,Unclassified,38
-87.73,41.78,Jam,Standstill Traffic,38
-87.64,41.81,Hazard,Hazard - Road,38
-87.58,41.78,Jam,Unclassified,38
-87.75,41.94,Jam,Unclassified,38
-87.73,41.81,Jam,Heavy Traffic,38
-87.74,41.96,Accident,Minor Accident,38
-87.79,41.92,Jam,Standstill Traffic,38
-87.78,41.93,Jam,Heavy Traffic,38
-87.65,41.94,Road Closed,Event,38
-87.8,41.8,Hazard,Hazard - Road,37
-87.71,41.9,Road Closed,Unclassified,37
-87.62,41.83,Hazard,Hazard - Road,37
-87.7,41.93,Accident,Major Accident,37
-87.69,41.81,Jam,Heavy Traffic,37
-87.61,41.89,Hazard,Fog,37
-87.68,41.79,Jam,Unclassified,37
-87.8,41.79,Hazard,Hazard - Shoulder,37
-87.65,41.86,Road Closed,Event,37
-87.67,41.88,Hazard,Flood,37
-87.71,41.79,Jam,Standstill Traffic,37
-87.72,41.87,Road Closed,Unclassified,37
-87.88,41.98,Jam,Unclassified,37
-87.73,41.95,Accident,Major Accident,37
-87.61,41.84,Jam,Unclassified,37
-87.79,41.93,Jam,Unclassified,37
-87.71,41.83,Accident,Major Accident,37
-87.65,41.86,Hazard,Hazard - Shoulder,37
-87.62,41.82,Hazard,Hazard - Road,37
-87.67,41.98,Accident,Unclassified,37
-87.64,41.96,Hazard,Hazard - Road,37
-87.7,41.9,Hazard,Hazard - Shoulder,37
-87.74,41.9,Jam,Unclassified,37
-87.82,41.97,Hazard,Unclassified,37
-87.63,41.82,Hazard,Unclassified,37
-87.69,41.8,Hazard,Hazard - Road,37
-87.76,41.97,Road Closed,Unclassified,37
-87.6,41.77,Hazard,Hazard - Road,37
-87.71,41.89,Jam,Heavy Traffic,37
-87.62,41.85,Accident,Major Accident,37
-87.79,41.92,Jam,Unclassified,37
-87.62,41.77,Jam,Standstill Traffic,37
-87.67,41.68,Hazard,Hazard - Road,36
-87.64,41.72,Jam,Standstill Traffic,36
-87.72,41.77,Hazard,Hazard - Road,36
-87.65,41.71,Jam,Unclassified,36
-87.63,41.8,Hazard,Unclassified,36
-87.73,41.98,Hazard,Hazard - Shoulder,36
-87.69,41.85,Jam,Heavy Traffic,36
-87.67,41.92,Accident,Minor Accident,36
-87.67,41.86,Hazard,Hazard - Shoulder,36
-87.71,41.9,Accident,Unclassified,36
-87.72,41.91,Jam,Standstill Traffic,36
-87.72,41.91,Jam,Unclassified,36
-87.66,41.84,Accident,Major Accident,36
-87.73,41.99,Hazard,Hazard - Shoulder,36
-87.63,41.83,Jam,Moderate Traffic,36
-87.66,41.96,Hazard,Hazard - Road,36
-87.67,41.75,Jam,Heavy Traffic,36
-87.64,41.84,Road Closed,Event,36
-87.65,41.84,Accident,Unclassified,36
-87.66,41.72,Jam,Standstill Traffic,36
-87.68,41.69,Hazard,Hazard - Road,36
-87.78,41.87,Accident,Major Accident,36
-87.73,41.8,Hazard,Hazard - Road,36
-87.84,41.99,Hazard,Hazard - Road,36
-87.62,41.75,Accident,Unclassified,36
-87.8,41.94,Jam,Heavy Traffic,36
-87.88,41.96,Jam,Standstill Traffic,36
-87.89,41.98,Accident,Unclassified,36
-87.62,41.78,Jam,Heavy Traffic,36
-87.77,41.94,Jam,Unclassified,36
-87.8,42.0,Hazard,Hazard - Road,36
-87.8,41.79,Accident,Unclassified,36
-87.75,41.81,Jam,Unclassified,36
-87.74,41.98,Jam,Standstill Traffic,36
-87.77,41.96,Jam,Unclassified,36
-87.79,41.93,Jam,Standstill Traffic,36
-87.73,41.86,Hazard,Hazard - Road,36
-87.8,42.0,Jam,Standstill Traffic,36
-87.75,41.89,Jam,Unclassified,36
-87.62,41.85,Road Closed,Event,36
-87.66,41.96,Road Closed,Event,35
-87.59,41.81,Jam,Unclassified,35
-87.76,41.99,Jam,Unclassified,35
-87.67,41.81,Jam,Heavy Traffic,35
-87.73,41.81,Hazard,Hazard - Road,35
-87.62,41.78,Hazard,Hazard - Shoulder,35
-87.62,41.72,Jam,Moderate Traffic,35
-87.7,41.69,Jam,Standstill Traffic,35
-87.64,41.87,Accident,Minor Accident,35
-87.69,42.01,Road Closed,Unclassified,35
-87.74,41.93,Jam,Unclassified,35
-87.65,41.72,Jam,Heavy Traffic,35
-87.66,41.97,Hazard,Hazard - Shoulder,35
-87.64,41.96,Jam,Heavy Traffic,35
-87.62,41.86,Road Closed,Unclassified,35
-87.74,41.84,Jam,Heavy Traffic,35
-87.6,41.68,Accident,Major Accident,35
-87.62,41.91,Hazard,Hazard - Road,35
-87.67,41.72,Jam,Heavy Traffic,35
-87.71,42.01,Hazard,Hazard - Road,35
-87.6,41.74,Hazard,Hazard - Road,35
-87.79,41.99,Jam,Unclassified,35
-87.74,41.91,Jam,Unclassified,35
-87.69,41.85,Jam,Standstill Traffic,35
-87.8,41.98,Accident,Major Accident,35
-87.66,41.95,Accident,Unclassified,35
-87.75,41.81,Jam,Standstill Traffic,35
-87.67,41.74,Hazard,Hazard - Road,35
-87.79,42.0,Accident,Unclassified,35
-87.59,41.78,Jam,Unclassified,34
-87.76,41.94,Jam,Heavy Traffic,34
-87.71,41.99,Hazard,Hazard - Shoulder,34
-87.9,41.98,Accident,Unclassified,34
-87.61,41.83,Jam,Standstill Traffic,34
-87.78,41.79,Jam,Unclassified,34
-87.59,41.7,Hazard,Flood,34
-87.68,41.87,Hazard,Flood,34
-87.71,41.98,Accident,Unclassified,34
-87.69,41.94,Accident,Unclassified,34
-87.76,41.97,Jam,Moderate Traffic,34
-87.62,41.9,Road Closed,Event,34
-87.76,41.8,Jam,Unclassified,34
-87.65,41.97,Road Closed,Event,34
-87.68,41.85,Hazard,Flood,34
-87.83,41.95,Jam,Heavy Traffic,34
-87.63,41.69,Hazard,Hazard - Road,34
-87.64,41.71,Jam,Unclassified,34
-87.65,41.99,Jam,Unclassified,34
-87.68,41.76,Jam,Heavy Traffic,34
-87.73,41.89,Jam,Heavy Traffic,34
-87.75,41.91,Jam,Standstill Traffic,34
-87.64,41.77,Hazard,Hazard - Road,34
-87.77,41.87,Jam,Moderate Traffic,34
-87.67,42.01,Jam,Unclassified,34
-87.75,41.88,Hazard,Hazard - Shoulder,34
-87.73,41.82,Accident,Major Accident,34
-87.67,42.01,Road Closed,Unclassified,33
-87.78,41.96,Jam,Unclassified,33
-87.61,41.76,Road Closed,Unclassified,33
-87.57,41.78,Jam,Heavy Traffic,33
-87.77,42.0,Accident,Unclassified,33
-87.78,41.94,Jam,Unclassified,33
-87.69,41.97,Hazard,Hazard - Shoulder,33
-87.6,41.7,Accident,Major Accident,33
-87.65,41.93,Accident,Unclassified,33
-87.8,41.96,Jam,Heavy Traffic,33
-87.73,41.8,Jam,Heavy Traffic,33
-87.78,41.92,Jam,Standstill Traffic,33
-87.77,41.93,Jam,Unclassified,33
-87.78,41.96,Jam,Heavy Traffic,33
-87.68,41.82,Accident,Unclassified,33
-87.73,41.77,Hazard,Hazard - Road,33
-87.69,41.98,Jam,Moderate Traffic,33
-87.68,41.79,Accident,Unclassified,33
-87.6,41.82,Accident,Unclassified,33
-87.67,41.87,Road Closed,Unclassified,33
-87.64,41.84,Hazard,Hazard - Road,33
-87.67,41.88,Jam,Moderate Traffic,33
-87.75,41.82,Accident,Unclassified,33
-87.68,41.95,Accident,Unclassified,33
-87.59,41.76,Accident,Unclassified,33
-87.82,42.0,Jam,Unclassified,33
-87.64,41.67,Hazard,Hazard - Road,33
-87.85,41.98,Jam,Standstill Traffic,33
-87.75,41.88,Accident,Unclassified,33
-87.7,41.81,Jam,Unclassified,33
-87.68,41.79,Jam,Standstill Traffic,33
-87.64,41.88,Accident,Major Accident,32
-87.59,41.72,Accident,Unclassified,32
-87.72,41.74,Jam,Unclassified,32
-87.72,41.78,Jam,Standstill Traffic,32
-87.75,41.9,Accident,Unclassified,32
-87.71,41.86,Jam,Heavy Traffic,32
-87.69,41.88,Accident,Major Accident,32
-87.68,41.99,Accident,Unclassified,32
-87.73,41.78,Jam,Heavy Traffic,32
-87.74,41.93,Jam,Standstill Traffic,32
-87.59,41.79,Hazard,Hazard - Shoulder,32
-87.59,41.77,Jam,Unclassified,32
-87.64,41.87,Jam,Moderate Traffic,32
